Cycle,ChargingCapacity,DischargingCapacity,ChargingVoltage,DischargingVoltage,ChargingTemp,DischargingTemp,ChargingTime,DischargingTime
10,673.1332688880785,-690.9174915491741,4.1999149,2.6997809,40.544441,41.243454,736028.1554163061,736028.1175189366
11,669.254472952847,-687.1888481767409,4.1998348,2.6999414,40.644291,41.230988,736035.2342466672,736035.1965687155
12,664.8751990971984,-682.9508147644314,4.199995,2.7000217,40.581879,41.143604,736042.305864472,736042.2684314642
13,660.7292772686156,-678.9738121475967,4.1999149,2.6999815,40.594383,41.230988,736049.3676510853,736049.3304518362
14,656.5154255277236,-674.7946724375373,4.2001958,2.6999013,40.644291,41.28093,736056.421835743,736056.384873148
15,,,,,40.644291,,736056.421835743,736056.384873148
16,649.0225222257487,-667.088694869066,4.2001252,2.7000716,40.694233,41.305862,736071.625995803,736071.5894619771
17,,,,,40.694233,,736071.625995803,736071.5894619771
18,640.7433987497865,-659.50607827045,4.1998844,2.6999111,40.744175,41.318367,736088.8259409629,736088.7898716924
19,636.9393948052233,-655.8003460359124,4.1998777,2.6999848,40.744175,41.268421,736096.6009391944,736096.5650850004
20,632.8373748397114,-651.8358917402749,4.2000842,2.7001908,40.694233,41.28093,736104.6001969653,736104.5645693268
21,629.3621179469435,-649.1322951773172,4.1999235,2.6999502,40.60685,41.168575,736111.6541271621,736111.6186970086
22,625.420070599918,-644.827599194441,4.1999159,2.6998622,40.656792,41.28093,736119.7243460602,736119.6891400329
23,622.5492503774007,-642.7345700249701,4.1999559,2.6999424,40.644291,41.206013,736126.7678377053,736126.7327928778
24,619.9996876792127,-639.779528362064,4.1998458,2.6999524,40.694233,41.305862,736134.7095564652,736134.674657984
25,617.2418496067268,-637.9124570016852,4.1997652,2.7000327,40.694233,41.268421,736141.7454877797,736141.7107440282
26,612.966908147973,-632.8442960173883,4.1999259,2.699872,40.81905,41.368309,736151.9015978333,736151.8670978083
27,610.5559912618273,-631.3567584678583,4.199966,2.699872,40.73167,41.343338,736158.9269505272,736158.8925832683
28,608.2378642040067,-629.2342766774427,4.1998453,2.7000725,40.769108,41.368309,736165.9452862428,736165.9110499236
29,604.1494928159519,-624.4071835805257,4.1998453,2.6999521,40.769108,41.318367,736177.8571793772,736177.8231718545
30,602.7136125503912,-624.0241576349928,4.1997252,2.699832,40.794079,41.380775,736184.8698569436,736184.8359352235
31,599.4423191019187,-621.0406372433505,4.1999259,2.6999121,40.744175,41.318367,736191.8742062717,736191.8404673478
32,596.2102732655708,-617.4298009076539,4.1997652,2.7000325,40.73167,41.380775,736200.8468270903,736200.8132695929
33,594.6531594138828,-616.6100994219123,4.200006,2.6999924,40.756641,41.318367,736207.8493001861,736207.8158279654
34,,,,,40.756641,,736207.8493001861,736207.8158279654
35,589.2581597436352,-610.0098423460355,4.1998501,2.700037,40.744175,41.318367,736223.6710457824,736223.637877373
36,587.3144895586956,-609.0845318177422,4.1998901,2.700037,40.694233,41.206013,736230.6577649512,736230.6247040542
37,582.3196168509047,-606.8422394722121,4.1999302,2.6999969,38.397427,41.842613,736237.6353675263,736237.6025891773
38,580.8840633218181,-602.1429400557658,4.1998501,2.7000773,40.794079,41.368309,736249.7970760069,736249.7643799032
39,580.0492210948012,-602.2590640433417,4.1999302,2.6999969,40.694233,41.243454,736256.7716135922,736256.7389639931
40,578.2639342326898,-600.8081319033984,4.2000508,2.700037,40.781612,41.330833,736263.7453852043,736263.7128374685
41,574.0774628077731,-596.5517044461636,4.1995692,2.7001975,40.868996,41.418213,736272.5168550092,736272.4845433776
42,572.8297306677382,-595.6564765764431,4.1999035,2.69997,40.794079,41.393242,736279.7146614306,736279.6824213429
43,570.1357001743164,-593.6652687461142,4.1999836,2.6998897,40.73167,41.318367,736286.6732036353,736286.6411127254
44,568.1299646968248,-591.9132492154948,4.1997828,2.7000501,40.81905,41.380775,736293.6272184154,736293.5952405791
45,564.5128975512729,-588.273065831058,4.2000237,2.700331,40.81905,41.405746,736301.5864558218,736301.5546813012
46,563.6108884776035,-587.8162290155369,4.1999035,2.7001705,40.744175,41.268421,736308.5367515276,736308.5050264923
47,,,,,40.744175,,736308.5367515276,736308.5050264923
48,559.8291404311693,-584.5267630762735,4.199924,2.7001913,40.844021,41.368309,736324.5864673826,736324.5549565612
49,,,,,40.844021,,736324.5864673826,736324.5549565612
50,557.4281094756539,-582.3379080207892,4.200026,2.6999323,40.806583,41.318367,736348.774812581,736348.7434361671
51,555.5754281423713,-581.233771613044,4.2001061,2.7001328,40.744175,41.293396,736355.6207758014,736355.5895009183
0,720.4058178135612,-735.336070718255,4.1996593,2.69981,41.269474,42.042503,735954.8979485738,735954.8575577757
1,710.52023571817,-726.3272216149664,4.1997795,2.7000906,41.194679,42.092369,735962.0525893864,735962.0127517545
2,705.3694592736239,-721.6143905718282,4.1996593,2.7000103,41.306873,42.042503,735969.1947671325,735969.1552082864
3,702.4368025946926,-718.1408943344795,4.2000246,2.6998551,41.306873,42.154701,735977.8745044767,735977.8351199771
4,696.9903605962321,-713.4979226988899,4.1996241,2.7000554,41.257008,42.104836,735984.9968442306,735984.9577619126
5,693.1378749817198,-709.9294524799296,4.1999846,2.699775,41.369205,42.005104,735992.1107894153,735992.0719173575
6,689.7118647878282,-706.7197517896662,4.1999445,2.7001357,41.331806,42.092369,735999.2171506681,735999.1784671333
7,687.3714642827997,-704.4068227739054,4.200017,2.7000077,41.269474,42.129768,736006.8706995323,736006.8320221439
8,683.4967846410217,-701.0295867753294,4.1998568,2.7000477,41.344273,42.142235,736013.968153515,736013.9296944601
9,680.4886010656434,-698.2500120464782,4.1996164,2.6998074,41.257008,42.042503,736021.0592909902,736021.0210007834
10,677.651149840505,-695.5576916850586,4.1999369,2.7000477,41.257008,42.05497,736028.1440586328,736028.1059277036
11,674.5533586915826,-692.5531943570523,4.1997766,2.7000477,41.232075,41.992638,736035.2227932375,736035.1848355129
12,671.6860353622606,-689.7775882497999,4.1998968,2.6998074,41.356739,41.980171,736042.2948902982,736042.2570942136
13,668.8064564948561,-687.1135597869533,4.1998568,2.7000878,41.406605,42.092369,736049.3610511048,736049.3234172113
14,666.0877797769302,-684.5275284553019,4.1998568,2.6998875,41.406605,42.067436,736056.4212030548,736056.3837224187
15,,,,,41.406605,,736056.4212030548,736056.3837224187
16,660.3256382438456,-678.643903735009,4.199914,2.700145,41.344273,42.179672,736071.6271424211,736071.5899874587
17,,,,,41.344273,,736071.6271424211,736071.5899874587
18,653.7171921344435,-672.7264228388298,4.1998739,2.7000649,41.431576,42.242004,736088.8272197106,736088.7904377966
19,650.5809573330891,-669.6039858041315,4.20017,2.7002008,41.331806,42.192139,736096.602297699,736096.5656920722
20,647.4186945669657,-666.5615613009338,4.200068,2.7001791,41.394138,42.329269,736104.6015715231,736104.5651447156
21,644.1002161796841,-664.112144055915,4.1996274,2.7000189,41.381672,42.217072,736111.6390884111,736111.6028483651
22,641.5899401395433,-661.1156252944539,4.1999011,2.7001321,41.431576,42.279404,736119.7258722616,736119.6897734333
23,638.613594611596,-659.0852626643066,4.1999412,2.7000518,41.468975,42.179672,736126.7535785139,736126.7176468518
24,635.6849274886135,-655.624570723609,4.1997886,2.6998596,41.406605,42.29187,736134.7110074721,736134.6752408614
25,632.7146078182034,-653.572031102383,4.200109,2.6998596,41.31934,42.229538,736141.7311904308,736141.6955906827
26,629.943362580763,-650.1803326333551,4.1996889,2.6998799,41.356739,42.254471,736151.9032960717,736151.8678519657
27,627.3842809751994,-648.6554560316094,4.199729,2.7,41.306873,42.204605,736158.9140858804,736158.8787863309
28,624.8940165767923,-646.3729055045605,4.1999292,2.7001202,41.356739,42.29187,736165.9328294933,736165.8976703283
29,622.2811819499681,-643.0682540069614,4.1999693,2.6999199,41.481441,42.379135,736177.8587936643,736177.8237829193
30,620.3946293587749,-642.1361759560308,4.2001295,2.69996,41.394138,42.266937,736184.8566154686,736184.8217086942
31,617.7221195575528,-639.8080244546916,4.199729,2.6998398,41.456509,42.316803,736191.8628774317,736191.8281215971
32,615.2191850532023,-636.6188012020026,4.1999693,2.7000401,41.506374,42.404068,736200.8486957337,736200.8140818267
33,613.124334611969,-635.56538229874,4.1998892,2.7001603,41.456509,42.29187,736207.8340073087,736207.7995110314
34,,,,,41.456509,,736207.8340073087,736207.7995110314
35,608.3997513125915,-629.1525594045581,4.199729,2.7002003,41.581173,42.491367,736223.673058743,736223.6388289958
36,606.5584273187087,-628.5798251580507,4.2000494,2.6998799,41.456509,42.404068,736230.6409334994,736230.606807687
37,602.5035575975069,-626.4541623919168,4.1998491,2.7000401,39.748348,42.616032,736237.6208082192,736237.5869103279
38,601.4283003763225,-622.7429618448283,4.1998491,2.7001603,41.55624,42.404068,736249.7991182546,736249.7652814402
39,599.7926490444471,-622.2255140708279,4.1998491,2.7,41.506374,42.366669,736256.7580033516,736256.7242575757
40,597.2795841821526,-620.054371370107,4.2000895,2.7001202,41.481441,42.404068,736263.7313092158,736263.6977044629
41,594.6691204956426,-616.9927457990417,4.2000494,2.7000401,41.493908,42.466438,736272.5187094653,736272.4852525096
42,593.0807431121385,-616.0030105030721,4.2000241,2.6997745,41.493908,42.441505,736279.7166508796,736279.6832830327
43,590.6419559054871,-614.4130100238918,4.1998639,2.7000549,41.55624,42.503834,736286.6615823879,736286.628351984
44,588.3435470161472,-612.4443360817295,4.1997037,2.6999748,41.568707,42.379135,736293.6133281528,736293.5802260265
45,585.9745001529541,-609.5275837131619,4.2001042,2.7000949,41.618568,42.616032,736301.5883872592,736301.555420417
46,584.5228092373318,-608.9826949116347,4.1998639,2.6999748,41.606102,42.478905,736308.5240272909,736308.4911416551
47,,,,,41.606102,,736308.5240272909,736308.4911416551
48,580.4344153968913,-605.3543107357652,4.2001014,2.7000518,41.531307,42.5163,736324.57269346,736324.540037783
0,716.6576159205864,-732.7947554512294,4.1999187,2.6999252,40.954269,41.815693,735954.8978363007,735954.857457859
1,707.5824238780212,-724.683839133562,4.1998386,2.6999655,41.016682,41.765751,735962.0659093865,735962.0260349583
2,702.8366452256673,-719.9780780561117,4.1999989,2.6998851,41.016682,41.940556,735969.222120332,735969.1825118377
3,699.7455029307217,-716.7605490247803,4.2001157,2.6999218,41.166512,42.077877,735977.8752249188,735977.8357974055
4,694.3189388594292,-711.6736520202331,4.1999555,2.7001626,41.054157,41.915581,735985.0116192806,735984.9724934488
5,690.525939583435,-707.7770533721924,4.1999154,2.7000422,41.029186,41.828201,735992.1392463665,735992.1003338087
6,686.7950854498833,-704.24917843416,4.1999555,2.7000823,41.178978,41.928047,735999.2594516574,735999.2207383355
7,685.8442832522107,-702.8095879125638,4.2001123,2.7000387,41.166512,41.977989,736006.8708429883,736006.8322156275
8,681.3844445848187,-698.8143263731588,4.1996307,2.6999583,41.116566,41.953018,736013.9758844224,736013.9375070989
9,678.4538409887763,-696.0256867891575,4.1997914,2.7001188,41.104061,41.965523,736021.0731971534,736021.034984921
10,675.1078825026212,-692.8134515610182,4.2000318,2.6999583,41.154007,41.928047,736028.1640871923,736028.1260619735
11,671.9991941047532,-689.8064009492865,4.1997108,2.6999583,41.079132,41.878143,736035.2483253491,736035.2104758729
12,668.9014035676541,-686.8602393222861,4.1998715,2.7001188,41.141541,41.928047,736042.3256279798,736042.2879520581
13,665.725323251536,-683.7786761748114,4.1998715,2.7003596,41.303837,41.990498,736049.3964664567,736049.358968937
14,662.56341499194,-680.8693882005513,4.1999917,2.6999984,41.216454,41.965523,736056.4607153154,736056.4233954521
15,,,,,41.216454,,736056.4607153154,736056.4233954521
16,656.4056002768996,-674.4000038665567,4.1999464,2.7000732,41.266396,42.065411,736071.626823111,736071.5898563961
17,,,,,41.266396,,736071.626823111,736071.5898563961
18,650.5602927806431,-669.1830335504253,4.1999464,2.6999528,41.29137,42.140285,736088.8269990091,736088.7903583059
19,647.2776376536424,-666.0073376705458,4.1997719,2.7000191,41.29137,42.140285,736096.6020600693,736096.5656062966
20,643.7137517466296,-662.6077744153612,4.1999488,2.7000356,41.366245,42.127819,736104.6013194652,736104.5650644818
21,640.4058567486707,-660.0615587268948,4.1998281,2.6999552,41.29137,42.127819,736111.6514609557,736111.6153920785
22,637.1642405071004,-656.3749726963332,4.1998372,2.7000041,41.353779,42.152794,736119.7255441875,736119.6896600514
23,634.3513088511793,-654.4088374134284,4.1999173,2.6998436,41.391216,42.177765,736126.7651900386,736126.7294631748
24,630.6439642745667,-650.3692897362026,4.1999378,2.6999447,41.253891,42.16526,736134.7106419466,736134.675127072
25,627.901957309706,-648.4450826764289,4.1998978,2.6998243,41.353779,42.140285,736141.7439577179,736141.7085949603
26,624.4730032213405,-644.3100797990757,4.2000661,2.6997921,41.316303,42.16526,736151.9029016157,736151.8677347921
27,622.7019017776524,-643.5074922832472,4.2000661,2.7000327,41.303837,42.115353,736158.9270105284,736158.891940643
28,620.4090509655286,-641.3314137706706,4.1998658,2.6998723,41.391216,42.127819,736165.9453747836,736165.9104333197
29,616.9153062505358,-637.279799374644,4.1998258,2.700073,41.416187,42.265144,736177.8584534975,736177.8237084239
30,615.3922558684218,-636.6215899044223,4.2001061,2.7001131,41.37875,42.077877,736184.8701714955,736184.8355142045
31,612.411279923367,-633.9956139734056,4.1999059,2.7001131,41.353779,42.215202,736191.8754075331,736191.8409173047
32,609.1204471518657,-630.1612188131205,4.1998658,2.6998322,41.466133,42.215202,736200.8482593657,736200.813954343
33,607.1254387054003,-629.0775840845405,4.1998258,2.6998723,41.466133,42.202736,736207.8486301234,736207.8144369731
34,,,,,41.466133,,736207.8486301234,736207.8144369731
35,602.4201445121732,-622.9330971371867,4.1996994,2.700027,41.503567,42.31509,736223.6724863773,736223.6385597156
36,600.8417453923576,-622.4655750181377,4.2000203,2.7001474,41.541046,42.252678,736230.654815359,736230.6209750925
37,595.7463713129272,-620.3313260135905,4.1993384,2.6999469,38.669582,42.290115,736237.6333189971,736237.599765735
38,595.1386434933642,-616.1640442853969,4.1999002,2.6999869,41.4911,42.252678,736249.7986307708,736249.7651126925
39,593.9951442708063,-615.9681421137119,4.1999803,2.700027,41.478634,42.265144,736256.7692946891,736256.7358410562
40,591.1888339960632,-613.5031779021912,4.1999002,2.700027,41.566017,42.277649,736263.74404612,736263.7107516561
41,587.5480813016527,-609.6173818637355,4.1999402,2.700027,41.566017,42.40247,736272.5181850046,736272.4850957735
42,586.3999855996739,-609.0230988884279,4.1999412,2.7001884,41.578484,42.277649,736279.7160771828,736279.683054005
43,584.0771287007616,-607.3699490541111,4.1999412,2.6999075,41.478634,42.31509,736286.6721259806,736286.6392306319
44,581.9845393450692,-605.5915026358235,4.1997805,2.7000279,41.4911,42.290115,736293.6278318869,736293.5950544315
45,578.2722481094124,-601.5582612949864,4.1999011,2.6999478,41.603455,42.340057,736301.5877338147,736301.5551659841
46,562.6489691276381,-586.0442340937907,4.199821,2.7001483,41.541046,42.352524,736308.5322885413,736308.500599175
47,,,,,41.541046,,736308.5322885413,736308.500599175
48,571.8631175214132,-586.3836032445917,4.1998005,2.6998072,41.566017,42.327557,736324.5847872219,736324.5525797297
49,,,,,41.566017,,736324.5847872219,736324.5525797297
50,560.9770500393948,-579.0231519723749,4.2000527,2.7000194,41.653397,42.340057,736348.7744222801,736348.7428274981

